xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
N2281179889,Dolmen de Colbas,7,node/2281179889,Q3034004,"megaliths,historic,dolmens,monuments_and_memorials,burial_places,archaeology,interesting_places,monuments",6.831926345825195,43.656307220458984
N4834638235,Dolmen des Claps,7,node/4834638235,Q15948636,"megaliths,historic,dolmens,monuments_and_memorials,burial_places,archaeology,interesting_places,monuments",6.785970211029053,43.725669860839844
W67332542,Chapelle de l'Oratoire,7,way/67332542,Q22916170,"religion,churches,interesting_places,catholic_churches",6.9237141609191895,43.65968322753906
N3064691384,Castellaras de Thorenc,7,node/3064691384,Q2941379,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,other_fortifications",6.8392462730407715,43.79161834716797
N2218137438,Château de Gréolières,7,node/2218137438,Q15944479,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.942599296569824,43.79486083984375
N7800575889,Pont de la Reine Jeanne,7,node/7800575889,Q15953067,"bridges,architecture,interesting_places,other_bridges",6.73406457901001,43.958736419677734
W128086950,Église Saint-Antoine-du-Désert de Maurin,7,way/128086950,Q3580940,"religion,churches,interesting_places,catholic_churches",6.846835613250732,44.593509674072266
W220920919,Fort des Salettes,7,way/220920919,Q3078326,"fortifications,historic,interesting_places,castles",6.651447772979736,44.90481185913086
W72649777,Église Sainte-Cécile de Ceillac,7,way/72649777,Q3585011,"religion,churches,interesting_places,catholic_churches",6.769933700561523,44.67045211791992
W715834953,Phare du Cap Ferrat,7,way/715834953,Q3378555,"lighthouses,towers,architecture,interesting_places,other_towers",7.326870441436768,43.67519760131836
W137226051,"Church of Gesù, Nice",7,way/137226051,Q3581839,"religion,churches,interesting_places,other_churches",7.277370452880859,43.69676971435547
W257231875,Château Valrose,7,way/257231875,Q2970898,"fortifications,historic,interesting_places,castles",7.267577171325684,43.71701431274414
N8783826769,Valrose,7,node/8783826769,Q2970898,"fortifications,historic,historical_places,interesting_places,castles,historic_districts",7.265737056732178,43.71574783325195
N2868127194,Thermes de l'Est,7,node/2868127194,Q3523863,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",7.276513576507568,43.7188720703125
N4834379526,Fontaine publique,7,node/4834379526,Q13518386,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",7.314672946929932,43.811866760253906
W142260089,Chapelle Saint-Sébastien de Castellar,7,way/142260089,Q15945263,"religion,churches,interesting_places,other_churches",7.4986796379089355,43.806793212890625
N5469871297,Domaine des Colombières,7,node/5469871297,Q22916194,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",7.516909599304199,43.787635803222656
W231419633,Costa Balenae,7,way/231419633,Q3695259,"historic,archaeology,interesting_places,other_archaeological_sites",7.868027687072754,43.8355712890625
W59340260,Giardino Villa Grock,7,way/59340260,Q2525201,"architecture,historic_architecture,urban_environment,gardens_and_parks,cultural,museums,interesting_places,manor_houses,other_museums",8.044793128967285,43.894405364990234
N6410383594,Vinadio,7,node/6410383594,Q3078280,"fortifications,historic,cultural,museums,interesting_places,castles,military_museums",7.174275875091553,44.307777404785156
N3390273237,Palazzo del Seminario Vescovile,7,node/3390273237,Q3955053,"religion,palaces,architecture,historic_architecture,other_temples,interesting_places",8.201136589050293,44.900360107421875
W596664036,Torra di Portu,7,way/596664036,Q3379478,"towers,architecture,historic_architecture,interesting_places,destroyed_objects,watchtowers",8.691530227661133,42.26773452758789
W442097680,Tour de la Mortella,7,way/442097680,Q10984637,"towers,architecture,historic_architecture,interesting_places,destroyed_objects,other_towers",9.256942749023438,42.714996337890625
W590087366,Mariana,7,way/590087366,Q507251,"historic,historical_places,archaeology,cultural,museums,interesting_places,history_museums,other_archaeological_sites,historic_settlements",9.496920585632324,42.542049407958984
W597850518,Église Santa Maria Assunta di a Chjapella,7,way/597850518,Q22950108,"religion,churches,interesting_places,catholic_churches",9.45384693145752,42.98661804199219
R1532405,Palazzo Gerolamo Grimaldi,7,relation/1532405,Q3890183,"palaces,architecture,historic_architecture,interesting_places",8.931594848632812,44.41179275512695
W41725189,Palazzo Gio Francesco Balbi,7,way/41725189,Q3890212,"palaces,architecture,historic_architecture,interesting_places",8.927704811096191,44.41405487060547
N2579946021,Varco Cairoli,7,node/2579946021,Q54430642,"urban_environment,cultural,interesting_places,squares",8.930018424987793,44.41318893432617
W22977719,Palazzo Baldassarre Lomellini,7,way/22977719,Q3889577,"palaces,architecture,historic_architecture,interesting_places",8.932873725891113,44.41099548339844
W22977576,Palazzo Carrega Cataldi,7,way/22977576,Q3889811,"palaces,architecture,historic_architecture,interesting_places",8.934032440185547,44.410682678222656
N613351344,Salice Terme,7,node/613351344,Q1976928,"historic,historical_places,interesting_places,historic_settlements",9.026618957519531,44.91508865356445
W184661282,Castello Malaspina Dal Verme,7,way/184661282,Q3662333,"fortifications,historic,interesting_places,castles",9.383060455322266,44.76784896850586
W113580337,Old Citadel,7,way/113580337,Q2974397,"fortifications,historic,interesting_places,castles",10.390851020812988,43.71370315551758
W242626815,Cantiere delle Navi antiche di Pisa,7,way/242626815,Q3328411,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",10.387128829956055,43.722354888916016
N965324498,Santa Caterina,7,node/965324498,Q3505115,"religion,churches,interesting_places,other_churches",10.404115676879883,43.72146224975586
W156890807,Acquedotto romano di Caldaccoli,7,way/156890807,Q3604733,"bridges,architecture,historic_architecture,historic,archaeology,water,natural,interesting_places,destroyed_objects,other_archaeological_sites,aqueducts,rivers",10.4365816116333,43.76885986328125
W48981506,Piazza San Pietro Somaldi,7,way/48981506,Q3671716,"religion,churches,urban_environment,cultural,interesting_places,squares,other_churches",10.507990837097168,43.845375061035156
W180546094,Villa Bottini,7,way/180546094,Q4011838,"architecture,historic_architecture,urban_environment,gardens_and_parks,cultural,interesting_places,manor_houses",10.510263442993164,43.843650817871094
W48981496,San Pietro Somaldi,7,way/48981496,Q3671716,"religion,churches,interesting_places,catholic_churches",10.508328437805176,43.84552764892578
N5076043424,Mura di Lucca,7,node/5076043424,Q3078505,"fortifications,defensive_walls,historic,interesting_places",10.512495040893555,43.841278076171875
N1276206687,Lucca,7,node/1276206687,Q3078505,"fortifications,defensive_walls,historic,interesting_places",10.51396369934082,43.84326934814453
W81320353,Castello Lusuolo,7,way/81320353,Q3662666,"fortifications,historic,interesting_places,castles",9.947783470153809,44.26590347290039
N1571735106,Porta Fiorentina,7,node/1571735106,Q55651670,"fortifications,defensive_walls,historic,interesting_places",10.692514419555664,43.89875793457031
N3519958955,Santo Spirito,7,node/3519958955,Q1519975,"religion,architecture,historic_architecture,churches,monasteries,interesting_places,cafes,foods,catholic_churches,tourist_facilities,other_buildings_and_structures",11.248875617980957,43.76837921142578
N3541561827,Ristorante Atman a Villa Rospigliosi,7,node/3541561827,Q4012484,"architecture,historic_architecture,interesting_places,manor_houses,restaurants,foods,tourist_facilities",10.906197547912598,43.821929931640625
R3145712,Palazzo di Giano,7,relation/3145712,Q3891176,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",10.917945861816406,43.93376922607422
W190779543,Rocca Strozzi,7,way/190779543,Q3939417,"fortifications,historic,interesting_places,castles",11.134122848510742,43.82294464111328
W358975357,Chiesa di Santa Maria e San Jacopo a Querceto,7,way/358975357,Q3674091,"religion,churches,interesting_places,catholic_churches",11.203496932983398,43.84588623046875
N299820565,Square Form with Cut,7,node/299820565,Q3748112,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",11.101805686950684,43.877750396728516
W279142263,Cimitero inglese,7,way/279142263,Q3676964,"cemeteries,historic,burial_places,interesting_places",10.58965015411377,44.00617218017578
W961604043,Chiesa di Sant'Andrea a Camoggiano,7,way/961604043,Q3672456,"religion,churches,interesting_places,other_churches",11.22441577911377,43.99679183959961
W163934186,Centrale idroelettrica di Ligonchio,7,way/163934186,Q3664576,"factories,industrial_facilities,power_stations,interesting_places",10.34461784362793,44.31468200683594
W168470776,Castello di Sarzano,7,way/168470776,Q20432981,"fortifications,historic,interesting_places,castles",10.490729331970215,44.51756286621094
W845429481,Castello di Rossena,7,way/845429481,Q63495732,"fortifications,historic,interesting_places,castles",10.42575454711914,44.582244873046875
N1736728952,Rossena,7,node/1736728952,Q63495732,"fortifications,historic,historical_places,interesting_places,castles,historic_settlements",10.42595386505127,44.58210372924805
N272700166,Fidenza,7,node/272700166,Q3969603,"railway_stations,industrial_facilities,interesting_places",10.063425064086914,44.86778259277344
N6320561839,teatro regio,7,node/6320561839,Q2096472,"religion,other_temples,cultural,theatres_and_entertainments,interesting_places,opera_houses",10.326775550842285,44.803218841552734
N5993465386,Chiesa della Beata Vergine Incoronata,7,node/5993465386,Q17624772,"religion,churches,interesting_places,other_churches",10.489043235778809,44.99997329711914
W574051049,Palazzo Ducale,7,way/574051049,Q3890048,"palaces,architecture,historic_architecture,interesting_places",10.489497184753418,44.99959182739258
N5993438987,Palazzo Ducale,7,node/5993438987,Q3890048,"palaces,architecture,historic_architecture,interesting_places",10.489537239074707,44.99945068359375
W166729250,Villa Sorra,7,way/166729250,Q4012555,"architecture,historic_architecture,interesting_places,manor_houses",11.033133506774902,44.63090133666992
W41176184,Piazza Antonio Fontanesi,7,way/41176184,Q3902201,"squares,interesting_places,cultural,urban_environment",10.631180763244629,44.69454574584961
N2332769607,Nonantola,7,node/2332769607,Q334074,"religion,cathedrals,monasteries,interesting_places",11.043203353881836,44.67827224731445
N1328096816,Barchessone vecchio,7,node/1328096816,Q29063087,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",11.223992347717285,44.919002532958984
R3398039,Villa Niscemi,7,relation/3398039,Q16621503,"architecture,historic_architecture,interesting_places,manor_houses",13.334080696105957,38.164886474609375
N5027762024,Gran Cafe San Domenico,7,node/5027762024,Q862602,"religion,architecture,historic_architecture,churches,monasteries,interesting_places,cafes,foods,catholic_churches,tourist_facilities,other_buildings_and_structures",13.363130569458008,38.11846160888672
W160097186,Torre di Federico Secondo,7,way/160097186,Q3995563,"towers,architecture,fortifications,historic,interesting_places,castles,other_towers,fortified_towers",14.273487091064453,37.56285858154297
W160097165,Castello di Lombardia,7,way/160097165,Q841683,"fortifications,historic,interesting_places,castles",14.288457870483398,37.567405700683594
N1725186678,Museo archeologico di Aidone,7,node/1725186678,Q3867682,"archaeological_museums,cultural,museums,interesting_places,history_museums",14.447355270385742,37.41363525390625
R1987049,Castello di Milazzo,7,relation/1987049,Q3662697,"fortifications,historic,interesting_places,castles",15.242392539978027,38.23204803466797
W117809409,Basilica of Santa Aurea,7,way/117809409,Q2887127,"religion,cathedrals,churches,interesting_places,catholic_churches",12.301844596862793,41.75935745239258
W203136381,San Giovanni Battista dei Genovesi,7,way/203136381,Q3585341,"religion,churches,interesting_places,other_churches",12.475320816040039,41.88807678222656
R3078796,Basilica dei Santi Ambrogio e Carlo al Corso,7,relation/3078796,Q1631620,"religion,churches,interesting_places,catholic_churches",12.477925300598145,41.90530014038086
N3154799948,San Carlo,7,node/3154799948,Q1631620,"religion,churches,urban_environment,cultural,interesting_places,catholic_churches,sculptures",12.477263450622559,41.90517044067383
W165463375,Porta S. Giovanni,7,way/165463375,Q2104896,"railway_stations,industrial_facilities,fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",12.508071899414062,41.8867073059082
